Eval_AverageReturn,Eval_StdReturn,Eval_MaxReturn,Eval_MinReturn,Eval_AverageEpLen,Train_AverageReturn,Train_StdReturn,Train_MaxReturn,Train_MinReturn,Train_AverageEpLen,Actor Loss,Train_EnvstepsSoFar,TimeSinceStart,Initial_DataCollection_AverageReturn,step
79.166664,25.693169,127.0,53.0,79.16666666666667,78.53846,16.685392,117.0,47.0,78.53846153846153,36.448570251464844,44122,88.15595364570618,,42
85.166664,19.178257,116.0,57.0,85.16666666666667,89.083336,25.03151,132.0,55.0,89.08333333333333,40.61032485961914,45191,90.52683758735657,,43
96.0,36.282227,159.0,50.0,96.0,86.25,25.416939,146.0,57.0,86.25,38.331703186035156,46226,92.33027148246765,,44
99.2,26.225178,146.0,76.0,99.2,93.083336,26.967445,158.0,55.0,93.08333333333333,40.6337776184082,47343,95.1246612071991,,45
102.75,12.152675,114.0,84.0,102.75,86.833336,22.32276,135.0,55.0,86.83333333333333,36.815120697021484,48385,97.10416746139526,,46
119.5,24.944939,150.0,82.0,119.5,101.1,32.454433,180.0,67.0,101.1,42.8879508972168,49396,98.80314183235168,,47
105.25,21.64919,129.0,70.0,105.25,94.90909,23.078737,143.0,68.0,94.9090909090909,38.66477966308594,50440,100.77168273925781,,48
108.0,27.919527,155.0,86.0,108.0,97.181816,26.624725,137.0,58.0,97.18181818181819,40.38552474975586,51509,102.99223947525024,,49
81.0,10.29563,101.0,73.0,81.0,117.6,36.094875,178.0,56.0,117.6,44.567142486572266,52685,105.52531385421753,,50
89.0,23.958298,113.0,56.0,89.0,111.0,46.743984,200.0,63.0,111.0,48.697120666503906,53795,108.06038475036621,,51
75.166664,29.740078,140.0,51.0,75.16666666666667,100.0,37.786484,160.0,40.0,100.0,42.54917907714844,54895,110.10914087295532,,52
75.833336,19.021187,99.0,48.0,75.83333333333333,86.583336,41.22996,200.0,51.0,86.58333333333333,39.699344635009766,55934,112.23164367675781,,53
57.857143,10.842094,73.0,41.0,57.857142857142854,68.26667,18.759768,119.0,41.0,68.26666666666667,27.78985595703125,56958,114.36570119857788,,54
47.666668,11.401754,71.0,33.0,47.666666666666664,59.82353,14.49639,92.0,37.0,59.8235294117647,23.970260620117188,57975,116.48079776763916,,55
45.22222,6.32065,54.0,34.0,45.22222222222222,52.3,10.682228,74.0,34.0,52.3,19.94247055053711,59021,118.26164126396179,,56
40.7,6.1326995,53.0,31.0,40.7,46.5,8.716495,61.0,32.0,46.5,17.750782012939453,60044,119.7454583644867,,57
40.3,6.8563843,52.0,29.0,40.3,42.04,8.04726,60.0,27.0,42.04,16.974720001220703,61095,121.53419232368469,,58
38.909092,6.052115,54.0,29.0,38.90909090909091,39.423077,7.359834,53.0,22.0,39.42307692307692,15.382499694824219,62120,123.05667066574097,,59
33.46154,5.401074,43.0,25.0,33.46153846153846,37.333332,6.0246406,52.0,25.0,37.333333333333336,14.779454231262207,63128,124.79648494720459,,60
35.416668,4.1924205,42.0,29.0,35.416666666666664,36.214287,7.0526447,53.0,24.0,36.214285714285715,14.577127456665039,64142,127.2524995803833,,61
40.4,8.027452,57.0,31.0,40.4,36.892857,5.9362044,51.0,27.0,36.892857142857146,14.637229919433594,65175,128.97150659561157,,62
38.636364,7.3641977,50.0,29.0,38.63636363636363,38.73077,6.6884384,52.0,27.0,38.73076923076923,15.005000114440918,66182,130.46027374267578,,63
41.2,9.495262,56.0,27.0,41.2,40.04,8.185255,55.0,27.0,40.04,15.819703102111816,67183,132.3043475151062,,64
50.75,6.8145065,56.0,35.0,50.75,42.833332,7.9564786,58.0,26.0,42.833333333333336,16.474687576293945,68211,133.96119451522827,,65
45.2,9.474175,62.0,32.0,45.2,41.958332,7.596486,57.0,30.0,41.958333333333336,15.019895553588867,69218,135.6893961429596,,66
44.77778,5.9024997,53.0,33.0,44.77777777777778,46.363636,6.378554,60.0,32.0,46.36363636363637,15.883294105529785,70238,137.64651489257812,,67
43.7,10.705606,63.0,30.0,43.7,43.95652,8.456941,69.0,32.0,43.95652173913044,16.999826431274414,71249,139.89664769172668,,68
54.75,14.635146,84.0,40.0,54.75,46.454544,9.394037,62.0,30.0,46.45454545454545,16.718780517578125,72271,142.03640174865723,,69
49.555557,10.199249,62.0,35.0,49.55555555555556,48.142857,9.7359705,69.0,31.0,48.142857142857146,17.023630142211914,73282,144.10673928260803,,70
45.444443,6.465483,56.0,36.0,45.44444444444444,46.454544,11.304573,76.0,30.0,46.45454545454545,16.593936920166016,74304,145.92041850090027,,71
53.625,6.7070394,63.0,41.0,53.625,49.57143,11.133696,73.0,30.0,49.57142857142857,18.11125373840332,75345,147.9267327785492,,72
51.25,11.155156,76.0,35.0,51.25,51.85,10.720425,71.0,35.0,51.85,18.16423797607422,76382,150.0089955329895,,73
59.0,17.175564,88.0,38.0,59.0,56.88889,12.883619,83.0,40.0,56.888888888888886,18.942096710205078,77406,151.9310553073883,,74
65.57143,12.726318,84.0,45.0,65.57142857142857,59.82353,15.793653,97.0,42.0,59.8235294117647,20.001771926879883,78423,153.90500140190125,,75
56.25,6.3196125,68.0,47.0,56.25,62.82353,14.597484,104.0,41.0,62.8235294117647,20.405506134033203,79491,155.6927981376648,,76
73.166664,23.255224,122.0,54.0,73.16666666666667,74.64286,13.771644,104.0,57.0,74.64285714285714,24.11875343322754,80536,157.3163070678711,,77
80.6,16.572266,105.0,62.0,80.6,83.75,21.541143,112.0,50.0,83.75,25.198884963989258,81541,158.97638392448425,,78
93.4,28.30265,139.0,52.0,93.4,79.38461,23.246302,148.0,58.0,79.38461538461539,24.281057357788086,82573,161.00665640830994,,79
141.0,41.769207,200.0,109.0,141.0,87.5,20.04786,134.0,49.0,87.5,27.314340591430664,83623,162.8345775604248,,80
120.75,9.1480875,134.0,110.0,120.75,122.77778,43.38914,200.0,71.0,122.77777777777777,39.419029235839844,84728,165.01100039482117,,81
115.75,10.985786,125.0,97.0,115.75,116.1,43.44525,200.0,62.0,116.1,37.00564956665039,85889,167.20457220077515,,82
104.5,17.471405,120.0,75.0,104.5,130.5,36.513695,200.0,98.0,130.5,41.515403747558594,86933,169.1359794139862,,83
118.75,45.196102,194.0,75.0,118.75,126.0,18.466185,160.0,101.0,126.0,33.92070770263672,87941,171.57237005233765,,84
116.0,37.86159,180.0,82.0,116.0,101.0,30.145103,154.0,70.0,101.0,30.497539520263672,89052,173.65688943862915,,85
94.2,18.819138,127.0,71.0,94.2,91.90909,26.431574,141.0,64.0,91.9090909090909,25.16935920715332,90063,175.84085655212402,,86
97.0,25.806976,142.0,71.0,97.0,100.3,46.071793,196.0,58.0,100.3,29.400279998779297,91066,178.06081795692444,,87
68.333336,7.295356,80.0,55.0,68.33333333333333,73.333336,16.438438,108.0,52.0,73.33333333333333,18.144838333129883,92166,180.1741237640381,,88
73.5,20.870634,116.0,56.0,73.5,80.23077,16.082258,108.0,57.0,80.23076923076923,18.94749641418457,93209,182.06473755836487,,89
72.833336,14.357537,97.0,58.0,72.83333333333333,81.38461,19.793308,120.0,60.0,81.38461538461539,20.57691764831543,94267,184.0405204296112,,90
101.0,35.263294,137.0,60.0,101.0,69.13333,9.251066,87.0,55.0,69.13333333333334,16.10892105102539,95304,186.3942048549652,,91
86.8,31.612656,126.0,52.0,86.8,73.14286,15.333703,99.0,52.0,73.14285714285714,16.619892120361328,96328,188.56325888633728,,92
88.0,31.69858,150.0,62.0,88.0,78.14286,17.455482,112.0,56.0,78.14285714285714,18.26211166381836,97422,190.59169244766235,,93
103.2,29.70791,159.0,77.0,103.2,86.666664,20.713655,137.0,60.0,86.66666666666667,21.48029136657715,98462,192.67693281173706,,94
116.6,52.902176,186.0,65.0,116.6,92.36364,17.618547,125.0,68.0,92.36363636363636,19.824398040771484,99478,194.98993635177612,,95
93.0,13.638182,107.0,71.0,93.0,107.454544,33.26304,196.0,66.0,107.45454545454545,24.173168182373047,100660,197.19352459907532,,96
105.75,18.403465,131.0,79.0,105.75,104.9,31.910658,167.0,60.0,104.9,25.722705841064453,101709,199.08543229103088,,97
158.33333,31.752516,200.0,123.0,158.33333333333334,115.666664,36.7907,200.0,77.0,115.66666666666667,28.256532669067383,102750,201.57762598991394,,98
140.25,36.955208,189.0,102.0,140.25,144.75,43.086395,200.0,93.0,144.75,36.67716598510742,103908,204.30242896080017,,99
